post_id,user_id,team_id,title,content,created_at,updated_at
323,3,340,Document Team Coordination for VCM690-Focused (VCM690),"Our work aligns with VCM - Intro to Food Supply Medicine. This post focuses on the scope doc. Key topics: Presentation Prep, Team Coordination, Documentation. Toolkit: Google Docs, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-04 14:06:05,2025-03-04 14:06:05
324,3,340,Present Peer Review for VCM690-Focused (VCM690),"Our work aligns with VCM - Intro to Food Supply Medicine. This post focuses on the demo script. Key topics: Team Coordination, Peer Review, Milestone Planning. Toolkit: GitHub, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-05 14:06:05,2025-03-05 14:06:05
325,291,343,Align Team Coordination for ASTR150-Reliable (ASTR150),"Our work aligns with ASTR - Killer Skies: Astro-Disasters. This post focuses on the scope doc. Key topics: Presentation Prep, Milestone Planning, Documentation. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-10 20:21:35,2025-03-18 21:22:35
326,291,343,Align Milestone Planning for ASTR150-Reliable (ASTR150),"Our work aligns with ASTR - Killer Skies: Astro-Disasters. This post focuses on the progress update. Key topics: Milestone Planning, Documentation, Team Coordination. Toolkit: Slides, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-11 20:21:35,2025-03-11 20:21:35
327,95,347,Document Presentation Prep for SPED471-Vibrant (SPED471),"Our work aligns with SPED - Individualized Behavior Supports for Students with Disabilities. This post focuses on the risk register. Key topics: Team Coordination, Documentation, Milestone Planning. Toolkit: Slides, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-21 16:50:57,2025-02-22 21:26:57
328,908,348,Align Milestone Planning for CPSC591-Tenacious (CPSC591),"Our work aligns with CPSC - Grad Bioinformatics Seminar. This post focuses on the demo script. Key topics: Presentation Prep, Peer Review, Milestone Planning. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-22 15:41:40,2025-01-29 20:25:40
329,946,349,Present Documentation for IS400-Nimble (IS400),"Our work aligns with IS - Colloquium. This post focuses on the scope doc. Key topics: Milestone Planning, Presentation Prep, Peer Review. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-01 19:00:29,2025-03-04 23:30:29
330,709,352,Align Peer Review for CS588-Tenacious (CS588),"Our work aligns with CS - Autonomous Vehicle System Engineering. This post focuses on the progress update. Key topics: Documentation, Presentation Prep, Milestone Planning. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-04 21:00:11,2025-02-10 02:33:11
331,26,353,Organize Documentation for ME404-Zealous (ME404),"Our work aligns with ME - Intermediate Thermodynamics. This post focuses on the risk register. Key topics: Peer Review, Presentation Prep, Documentation. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-19 12:32:03,2025-04-19 12:32:03
332,26,353,Document Peer Review for ME404-Zealous (ME404),"Our work aligns with ME - Intermediate Thermodynamics. This post focuses on the demo script. Key topics: Peer Review, Presentation Prep, Team Coordination. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-22 12:32:03,2025-04-22 12:32:03
333,80,354,Coordinate Milestone Planning for CHEM497-Energetic (CHEM497),"Our work aligns with CHEM - Individual Study Senior. This post focuses on the demo script. Key topics: Documentation, Presentation Prep, Peer Review. Toolkit: Google Docs, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-14 21:46:34,2025-04-23 00:16:34
334,80,354,Present Milestone Planning for CHEM497-Energetic (CHEM497),"Our work aligns with CHEM - Individual Study Senior. This post focuses on the progress update. Key topics: Presentation Prep, Milestone Planning, Documentation. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-17 21:46:34,2025-04-18 22:44:34
335,529,355,Document Milestone Planning for CEE572-Wise (CEE572),"Our work aligns with CEE - Earthquake Engineering. This post focuses on the progress update. Key topics: Documentation, Milestone Planning, Team Coordination. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-11 19:52:40,2025-02-11 19:52:40
336,529,355,Coordinate Peer Review for CEE572-Wise (CEE572),"Our work aligns with CEE - Earthquake Engineering. This post focuses on the progress update. Key topics: Team Coordination, Presentation Prep, Documentation. Toolkit: Google Docs, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-14 19:52:40,2025-02-14 19:52:40
337,201,356,Align Team Coordination for GWS415-Youthful (GWS415),"Our work aligns with GWS - Africana Feminisms. This post focuses on the scope doc. Key topics: Documentation, Milestone Planning, Peer Review. Toolkit: GitHub, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-17 21:36:15,2025-03-17 21:36:15
338,165,358,Align Documentation for ECON599-Bold (ECON599),"Our work aligns with ECON - Thesis Research. This post focuses on the demo script. Key topics: Peer Review, Team Coordination, Milestone Planning. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-15 13:55:43,2025-03-17 18:38:43
339,165,358,Present Presentation Prep for ECON599-Bold (ECON599),"Our work aligns with ECON - Thesis Research. This post focuses on the demo script. Key topics: Milestone Planning, Team Coordination, Presentation Prep. Toolkit: Slides, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-16 13:55:43,2025-03-16 13:55:43
340,817,359,Organize Team Coordination for MUS164-Honest (MUS164),"Our work aligns with MUS - Jazz Keyboard Studies II. This post focuses on the progress update. Key topics: Documentation, Presentation Prep, Team Coordination. Toolkit: GitHub, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-23 15:01:51,2025-01-23 15:01:51
341,925,361,Organize Milestone Planning for CEE577-Energetic (CEE577),"Our work aligns with CEE - Computational Inelasticity. This post focuses on the risk register. Key topics: Team Coordination, Presentation Prep, Peer Review. Toolkit: Issue Tracker, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-15 09:17:34,2025-01-15 09:17:34
342,770,362,Present Documentation for MUS199-Optimistic (MUS199),"Our work aligns with MUS - Undergraduate Open Seminar. This post focuses on the progress update. Key topics: Documentation, Team Coordination, Presentation Prep. Toolkit: Google Docs, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-06 09:56:15,2025-04-06 09:56:15
343,770,362,Document Documentation for MUS199-Optimistic (MUS199),"Our work aligns with MUS - Undergraduate Open Seminar. This post focuses on the risk register. Key topics: Peer Review, Team Coordination, Documentation. Toolkit: Google Docs, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-08 09:56:15,2025-04-08 09:56:15
344,12,364,Organize Peer Review for VCM628-Motivated (VCM628),"Our work aligns with VCM - The Healer's Art. This post focuses on the demo script. Key topics: Milestone Planning, Peer Review, Documentation. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-07 16:03:55,2025-02-07 16:03:55
345,12,364,Organize Presentation Prep for VCM628-Motivated (VCM628),"Our work aligns with VCM - The Healer's Art. This post focuses on the risk register. Key topics: Milestone Planning, Presentation Prep, Documentation. Toolkit: Google Docs, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-11 16:03:55,2025-02-21 18:36:55
346,405,365,Present Presentation Prep for GWS218-United (GWS218),"Our work aligns with GWS - Intro to Social Issues Theatre. This post focuses on the progress update. Key topics: Documentation, Milestone Planning, Presentation Prep. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-15 19:08:44,2025-03-15 19:08:44
347,405,365,Present Documentation for GWS218-United (GWS218),"Our work aligns with GWS - Intro to Social Issues Theatre. This post focuses on the progress update. Key topics: Team Coordination, Milestone Planning, Presentation Prep. Toolkit: Google Docs, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-16 19:08:44,2025-03-16 19:08:44
348,368,366,Coordinate Documentation for CS477-Optimistic (CS477),"Our work aligns with CS - Formal Software Development Methods. This post focuses on the scope doc. Key topics: Documentation, Milestone Planning, Team Coordination. Toolkit: Google Docs, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-15 08:01:11,2025-01-21 11:31:11
349,368,366,Coordinate Presentation Prep for CS477-Optimistic (CS477),"Our work aligns with CS - Formal Software Development Methods. This post focuses on the progress update. Key topics: Team Coordination, Peer Review, Presentation Prep. Toolkit: Google Docs, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-20 08:01:11,2025-01-20 08:01:11
350,917,369,Present Documentation for ENG100-Zealous (ENG100),"Our work aligns with ENG - Grainger Engineering Orientation Seminar. This post focuses on the progress update. Key topics: Peer Review, Team Coordination, Milestone Planning. Toolkit: Google Docs, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-24 12:59:57,2025-02-24 12:59:57
351,681,370,Align Team Coordination for CS500-Quick (CS500),"Our work aligns with CS - Current Topics in Computing Education Research. This post focuses on the scope doc. Key topics: Milestone Planning, Team Coordination, Documentation. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-14 17:29:20,2025-01-24 22:49:20
352,681,370,Align Milestone Planning for CS500-Quick (CS500),"Our work aligns with CS - Current Topics in Computing Education Research. This post focuses on the progress update. Key topics: Presentation Prep, Peer Review, Team Coordination. Toolkit: GitHub, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-18 17:29:20,2025-01-26 19:47:20
